Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,disloyal Customer,25,Business travel,Business,583,3,0,3,1,4,3,4,4,3,5,4,4,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,65,Personal Travel,Eco,468,2,5,2,3,1,1,5,5,5,2,5,3,5,2,31,57.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,3687,3,3,3,3,5,4,4,5,5,5,5,5,5,3,1,0.0,satisfied
Female,Loyal Customer,30,Personal Travel,Eco,405,2,3,4,3,2,4,2,2,2,2,4,3,3,2,35,49.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Business,1300,4,4,4,4,3,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
Male,Loyal Customer,16,Personal Travel,Eco,1194,2,4,2,1,4,2,1,4,5,4,5,3,4,4,3,13.0,neutral or dissatisfied
Female,Loyal Customer,22,Business travel,Business,760,2,2,2,2,2,2,2,2,4,4,5,3,2,2,0,6.0,satisfied
Male,Loyal Customer,54,Business travel,Eco,529,3,1,1,1,3,3,3,3,3,5,3,2,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,488,4,4,4,4,2,5,5,4,4,5,4,3,4,4,0,0.0,satisfied
Female,Loyal Customer,23,Business travel,Business,2419,3,5,5,5,3,3,3,3,1,1,2,1,3,3,27,0.0,neutral or dissatisfied
Male,Loyal Customer,24,Business travel,Business,3645,1,4,1,1,4,4,4,4,5,2,4,3,5,4,0,0.0,satisfied
Male,Loyal Customer,30,Personal Travel,Eco,997,3,5,3,3,5,3,5,5,1,2,5,2,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Business,2927,2,2,2,2,3,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
Female,Loyal Customer,24,Business travel,Business,577,1,1,1,1,4,4,4,4,5,2,4,5,4,4,7,4.0,satisfied
Female,Loyal Customer,32,Personal Travel,Eco,616,1,4,1,3,2,1,2,2,1,2,1,4,2,2,2,4.0,neutral or dissatisfied
Female,Loyal Customer,17,Business travel,Eco,460,3,3,3,3,3,3,2,3,2,4,3,3,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,3213,4,3,3,3,3,4,4,1,1,1,4,1,1,3,68,59.0,neutral or dissatisfied
Female,Loyal Customer,51,Personal Travel,Eco,297,2,4,2,4,4,4,5,5,5,2,5,3,5,5,0,1.0,neutral or dissatisfied
Male,Loyal Customer,11,Personal Travel,Eco,417,1,4,1,3,3,1,3,3,1,2,3,1,4,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,2586,1,1,1,1,1,2,2,4,4,4,5,2,3,2,43,57.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,3840,3,3,3,3,3,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
Male,disloyal Customer,29,Business travel,Business,130,0,0,0,1,1,0,1,1,3,2,5,4,5,1,0,0.0,satisfied
Male,Loyal Customer,43,Personal Travel,Eco,308,3,4,3,4,2,3,3,2,2,5,3,2,4,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,20,Business travel,Business,277,5,0,5,1,1,5,1,1,3,5,5,3,5,1,7,1.0,satisfied
Male,Loyal Customer,68,Personal Travel,Eco,395,2,5,2,2,4,2,3,4,5,5,4,5,5,4,17,20.0,neutral or dissatisfied
Female,Loyal Customer,46,Personal Travel,Eco Plus,422,4,3,4,3,5,2,4,3,3,4,3,2,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,18,Personal Travel,Eco,190,4,4,0,4,5,0,5,5,2,3,3,1,4,5,0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Business,1242,3,5,4,5,4,4,3,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,333,5,5,5,5,2,5,5,5,5,5,5,4,5,5,0,9.0,satisfied
Male,Loyal Customer,13,Personal Travel,Business,820,1,4,1,5,5,1,5,5,3,5,2,2,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Eco Plus,235,1,1,1,1,3,4,4,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Business,214,5,5,5,3,4,5,4,4,4,4,4,4,5,4,0,1.0,satisfied
Female,Loyal Customer,55,Personal Travel,Eco,440,2,5,5,1,2,4,5,5,5,5,5,5,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Personal Travel,Eco,387,1,4,1,5,5,4,5,4,4,1,4,5,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Personal Travel,Eco,139,2,5,2,4,5,2,5,5,4,2,5,5,4,5,21,13.0,neutral or dissatisfied
Female,Loyal Customer,10,Personal Travel,Eco,628,3,3,3,4,3,3,2,3,4,1,3,4,3,3,10,1.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,2531,2,2,2,2,4,2,3,5,5,5,5,4,5,4,19,32.0,satisfied
Female,Loyal Customer,46,Business travel,Eco,680,5,4,4,4,5,5,5,5,5,5,5,2,5,5,0,0.0,satisfied
Male,Loyal Customer,49,Business travel,Eco,425,5,1,2,1,5,5,5,5,3,1,5,5,5,5,0,0.0,satisfied
Female,disloyal Customer,36,Business travel,Eco Plus,610,1,1,1,1,1,1,1,1,3,1,3,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Eco,429,5,2,2,2,5,5,5,5,3,2,3,1,3,5,31,24.0,satisfied
Female,Loyal Customer,39,Business travel,Business,1634,3,1,1,1,2,3,4,3,3,2,3,2,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,3416,2,2,2,2,1,3,3,3,3,3,2,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Business,3732,4,4,4,4,3,2,4,5,5,5,5,1,5,5,0,1.0,satisfied
Male,Loyal Customer,37,Business travel,Eco,1306,2,4,4,4,2,1,2,2,1,2,4,4,3,2,0,1.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,3251,2,2,2,2,5,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
Female,Loyal Customer,46,Business travel,Business,2389,4,4,2,4,5,5,4,3,3,3,3,4,3,5,93,94.0,satisfied
Female,Loyal Customer,9,Personal Travel,Eco Plus,1500,5,4,5,3,4,5,1,4,4,2,4,3,3,4,0,0.0,satisfied
Male,Loyal Customer,50,Personal Travel,Eco Plus,489,1,3,1,5,2,1,2,2,2,4,1,2,3,2,42,30.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Business,192,4,2,4,4,2,4,2,2,5,3,4,3,4,2,7,0.0,satisfied
Male,Loyal Customer,50,Personal Travel,Eco,296,3,4,3,3,4,3,3,4,3,5,5,4,4,4,8,4.0,neutral or dissatisfied
Female,Loyal Customer,67,Business travel,Eco,463,4,1,5,5,1,5,3,4,4,4,4,4,4,1,0,0.0,satisfied
Male,Loyal Customer,58,Business travel,Business,2454,4,4,4,4,4,4,4,4,5,5,4,4,4,4,0,0.0,satisfied
Female,Loyal Customer,14,Business travel,Business,2559,2,2,2,2,4,4,4,4,1,3,1,2,2,4,0,0.0,satisfied
Male,Loyal Customer,15,Personal Travel,Eco,687,3,4,3,4,2,3,2,2,4,2,5,4,5,2,19,19.0,neutral or dissatisfied
Male,disloyal Customer,13,Business travel,Eco,1031,4,4,4,3,1,4,1,1,3,5,4,3,4,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,18,Business travel,Eco,646,4,1,4,4,5,4,5,5,2,1,4,2,3,5,6,12.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Eco,552,2,4,2,4,2,2,2,2,2,5,3,1,5,2,0,1.0,neutral or dissatisfied
Female,Loyal Customer,23,Business travel,Business,3737,3,1,1,1,3,3,3,3,3,4,3,3,3,3,22,22.0,neutral or dissatisfied
Female,disloyal Customer,37,Business travel,Eco,820,4,3,3,3,2,3,2,2,5,4,3,4,4,2,0,17.0,neutral or dissatisfied
Female,Loyal Customer,21,Business travel,Business,2460,1,2,2,2,1,1,1,1,1,1,1,3,2,1,15,11.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Eco Plus,1048,3,5,5,5,3,5,3,3,2,5,4,1,5,3,44,,satisfied
Female,Loyal Customer,47,Business travel,Business,2389,5,5,5,5,3,4,4,5,5,5,4,5,5,5,72,60.0,satisfied
Female,Loyal Customer,56,Business travel,Business,368,2,5,5,5,5,3,3,2,2,2,2,2,2,2,35,36.0,neutral or dissatisfied
Male,Loyal Customer,57,Personal Travel,Eco,1440,1,5,1,5,4,1,4,4,3,5,5,5,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,24,Business travel,Business,920,4,4,4,4,5,4,5,5,5,3,5,3,5,5,0,0.0,satisfied
Female,disloyal Customer,25,Business travel,Business,945,1,5,1,2,4,1,4,4,5,3,4,3,5,4,0,3.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Business,2781,1,1,1,1,5,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
Female,Loyal Customer,35,Personal Travel,Eco,436,2,2,5,3,4,5,4,4,4,1,2,4,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,3743,2,4,4,4,3,4,4,2,2,2,2,4,2,3,0,19.0,neutral or dissatisfied
Male,Loyal Customer,43,Personal Travel,Eco,296,3,4,2,3,5,2,5,5,4,4,5,5,4,5,4,0.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,1061,2,2,2,2,4,4,4,4,4,4,4,3,4,4,20,0.0,satisfied
Male,Loyal Customer,23,Business travel,Business,1944,1,1,1,1,1,1,1,1,4,5,4,2,4,1,27,28.0,neutral or dissatisfied
Female,Loyal Customer,28,Personal Travel,Eco,236,2,3,0,4,2,0,2,2,2,2,3,3,3,2,0,2.0,neutral or dissatisfied
Female,Loyal Customer,33,Business travel,Business,2774,2,2,2,2,4,5,5,2,2,2,2,4,2,3,0,0.0,satisfied
Female,Loyal Customer,39,Business travel,Eco,524,3,2,2,2,3,4,3,3,3,4,2,4,5,3,16,16.0,satisfied
Female,disloyal Customer,20,Business travel,Eco,544,2,0,2,5,3,2,3,3,3,3,4,4,5,3,24,15.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,1604,4,4,3,4,3,4,3,5,5,5,5,4,5,3,10,14.0,satisfied
Male,disloyal Customer,38,Business travel,Business,480,4,4,4,1,5,4,5,5,5,5,4,3,4,5,0,0.0,satisfied
Male,Loyal Customer,14,Personal Travel,Eco,177,3,1,3,3,2,3,2,2,2,5,3,2,3,2,22,19.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,406,1,1,1,1,4,4,4,4,1,1,3,4,4,4,0,0.0,satisfied
Female,Loyal Customer,60,Personal Travel,Eco,1072,3,5,3,4,3,5,5,5,5,3,5,3,5,4,9,2.0,neutral or dissatisfied
Female,disloyal Customer,21,Business travel,Eco,1212,4,4,4,4,1,4,1,1,2,5,4,2,4,1,18,21.0,neutral or dissatisfied
Male,Loyal Customer,41,Personal Travel,Eco,735,4,4,4,4,4,4,4,4,5,2,4,5,5,4,4,0.0,neutral or dissatisfied
Male,Loyal Customer,8,Personal Travel,Eco,1542,2,4,2,5,1,2,1,1,3,2,4,5,5,1,4,11.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Business,2643,2,5,5,5,5,4,3,2,2,2,2,3,2,4,0,14.0,neutral or dissatisfied
Male,Loyal Customer,63,Business travel,Business,432,4,1,4,4,4,5,5,5,5,5,5,5,5,3,8,10.0,satisfied
Male,disloyal Customer,38,Business travel,Eco,140,2,3,2,3,1,2,1,1,1,3,3,1,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Business,3732,3,2,2,2,3,2,3,3,3,2,4,1,3,3,8,20.0,neutral or dissatisfied
Female,Loyal Customer,26,Business travel,Business,1005,2,1,1,1,2,2,2,2,3,5,4,1,4,2,10,10.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Eco,1499,4,4,4,3,3,4,3,3,3,2,2,4,2,3,0,8.0,neutral or dissatisfied
Male,Loyal Customer,27,Personal Travel,Eco,862,1,5,1,5,3,1,3,3,5,5,5,5,5,3,9,0.0,neutral or dissatisfied
Female,disloyal Customer,72,Business travel,Business,122,3,3,3,4,3,3,3,3,2,5,3,4,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,2981,3,3,3,3,4,1,3,5,5,5,5,5,5,3,0,0.0,satisfied
Female,Loyal Customer,54,Business travel,Business,460,5,5,3,5,2,4,3,4,4,5,4,1,4,5,0,0.0,satisfied
Male,Loyal Customer,57,Business travel,Business,2238,4,4,4,4,4,5,5,5,5,5,5,3,5,3,2,1.0,satisfied
Female,disloyal Customer,26,Business travel,Eco,409,4,2,4,4,3,4,5,3,3,2,4,2,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,393,1,1,1,1,4,5,5,2,2,3,2,3,2,3,0,0.0,satisfied
Female,Loyal Customer,53,Business travel,Business,1703,3,3,3,3,5,5,4,5,5,5,5,4,5,4,0,0.0,satisfied
Male,Loyal Customer,47,Personal Travel,Eco,1046,3,5,3,4,1,3,1,1,2,1,5,5,3,1,17,19.0,neutral or dissatisfied
Female,disloyal Customer,36,Business travel,Eco,1038,2,2,2,3,5,2,2,5,1,2,4,3,4,5,3,12.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,377,2,4,2,4,2,2,2,2,4,2,5,4,5,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,226,4,4,5,4,5,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
Male,disloyal Customer,24,Business travel,Business,231,3,2,3,4,4,3,3,4,4,3,4,2,3,4,45,39.0,neutral or dissatisfied
Female,Loyal Customer,43,Personal Travel,Eco,678,3,5,3,3,3,5,5,2,2,3,2,5,2,4,15,49.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Eco,109,5,4,4,4,5,3,1,5,5,5,5,5,5,3,0,0.0,satisfied
Male,Loyal Customer,50,Business travel,Business,3378,2,2,4,2,2,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
Male,disloyal Customer,33,Business travel,Eco,96,3,3,2,4,5,2,2,5,1,2,4,2,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,33,Personal Travel,Eco,95,2,4,2,5,5,2,5,5,3,3,2,3,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,32,Personal Travel,Eco Plus,628,2,4,3,4,5,3,5,5,5,4,4,5,5,5,5,0.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Eco,174,5,5,5,5,5,5,5,5,4,4,2,2,3,5,0,1.0,satisfied
Female,Loyal Customer,68,Business travel,Business,3002,3,1,1,1,5,3,3,3,3,3,3,3,3,2,11,6.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,2641,2,2,2,2,5,5,5,5,4,4,5,4,4,5,0,0.0,satisfied
Male,Loyal Customer,24,Personal Travel,Eco,1447,2,3,2,3,3,2,3,3,4,4,3,4,4,3,0,8.0,neutral or dissatisfied
Female,Loyal Customer,27,Personal Travel,Eco,1506,4,5,4,1,5,4,5,5,4,2,1,1,3,5,1,6.0,neutral or dissatisfied
Female,Loyal Customer,69,Business travel,Business,1670,3,4,4,4,3,2,2,3,3,3,3,2,3,1,4,0.0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Eco Plus,292,0,0,0,3,5,0,5,5,3,2,4,5,5,5,0,0.0,satisfied
Female,Loyal Customer,49,Personal Travel,Eco,214,2,4,0,3,3,1,5,5,5,0,3,2,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Eco,101,3,1,1,1,3,3,3,3,3,2,3,1,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,Personal Travel,Eco,1204,2,2,2,3,4,2,4,4,2,4,3,1,3,4,14,12.0,neutral or dissatisfied
Male,Loyal Customer,42,Personal Travel,Eco,283,2,5,2,1,3,2,3,3,5,4,5,2,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Business,304,5,5,3,5,2,3,4,4,4,4,4,4,4,3,0,0.0,satisfied
Female,Loyal Customer,49,Business travel,Business,258,5,5,5,5,3,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
Male,Loyal Customer,78,Business travel,Eco,317,3,4,5,5,3,3,3,3,1,3,3,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,968,2,2,4,2,3,5,5,5,5,5,5,5,5,3,13,6.0,satisfied
Male,Loyal Customer,36,Personal Travel,Eco,551,2,5,2,1,4,2,4,4,2,2,5,3,3,4,0,8.0,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Business,964,1,1,1,1,5,5,5,5,3,4,4,5,4,5,10,0.0,satisfied
Male,Loyal Customer,28,Personal Travel,Business,862,5,5,5,5,2,5,2,2,5,2,4,4,4,2,0,0.0,satisfied
Female,Loyal Customer,21,Personal Travel,Eco,237,2,5,2,3,1,2,1,1,4,3,5,5,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,3515,1,1,1,1,4,5,2,5,5,5,5,5,5,4,0,3.0,satisfied
Female,Loyal Customer,42,Business travel,Business,3753,2,1,1,1,1,3,3,3,3,3,2,4,3,1,0,4.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,2863,3,3,5,5,5,4,3,3,3,3,3,2,3,2,0,34.0,neutral or dissatisfied
Male,Loyal Customer,26,Business travel,Business,223,1,1,4,1,5,5,5,5,4,4,5,5,4,5,0,2.0,satisfied
Female,Loyal Customer,51,Business travel,Business,1145,3,3,3,3,3,4,5,5,5,5,5,4,5,4,0,0.0,satisfied
Female,Loyal Customer,48,Business travel,Business,212,3,3,3,3,2,4,4,4,4,4,5,3,4,5,49,51.0,satisfied
Female,Loyal Customer,47,Personal Travel,Eco,255,5,4,5,3,3,4,4,5,5,5,5,3,5,3,10,2.0,satisfied
Female,Loyal Customer,54,Business travel,Business,607,5,5,5,5,5,4,4,4,4,4,4,3,4,4,2,0.0,satisfied
Female,Loyal Customer,40,Business travel,Business,1573,1,2,2,2,4,4,3,1,1,1,1,3,1,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Business,192,3,3,3,3,3,2,2,1,1,1,3,3,1,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,3382,2,2,2,2,3,4,4,2,2,2,2,5,2,3,0,0.0,satisfied
Male,Loyal Customer,46,Personal Travel,Eco,308,3,5,3,3,2,3,2,2,3,4,5,4,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,63,Business travel,Business,1723,3,3,3,3,5,4,4,4,4,4,4,4,4,5,0,2.0,satisfied
Male,Loyal Customer,24,Business travel,Business,3461,1,2,2,2,1,1,1,1,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,15,Business travel,Eco,1097,3,3,3,3,2,3,2,2,3,2,2,2,3,2,0,14.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Business,2159,4,4,4,4,4,5,4,5,5,5,5,4,5,5,21,7.0,satisfied
Male,Loyal Customer,39,Personal Travel,Eco,383,2,2,5,3,5,3,3,3,4,4,3,3,1,3,110,157.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,3524,2,2,2,2,3,2,2,3,5,4,3,2,2,2,175,160.0,neutral or dissatisfied
Male,Loyal Customer,62,Business travel,Eco,257,3,1,1,1,3,3,3,3,4,5,3,2,4,3,6,0.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,1235,4,4,4,4,3,4,5,2,2,2,2,4,2,5,1,0.0,satisfied
Male,Loyal Customer,75,Business travel,Eco Plus,262,4,1,5,1,4,4,4,4,4,1,3,1,3,4,0,0.0,satisfied
Female,Loyal Customer,22,Personal Travel,Eco,448,2,3,2,3,1,2,1,1,4,3,5,3,2,1,41,40.0,neutral or dissatisfied
Male,Loyal Customer,47,Personal Travel,Eco,325,2,4,3,3,1,3,1,1,3,2,4,3,3,1,89,81.0,neutral or dissatisfied
Male,Loyal Customer,48,Personal Travel,Eco,1042,1,4,1,4,2,1,2,2,3,4,3,2,3,2,4,6.0,neutral or dissatisfied
Female,disloyal Customer,33,Business travel,Eco,404,3,3,3,3,1,3,1,1,3,4,4,3,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,47,Personal Travel,Eco,552,3,3,3,4,2,2,5,4,4,3,4,3,4,1,108,95.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,305,0,0,0,4,5,5,5,1,1,1,1,5,1,5,0,0.0,satisfied
Female,Loyal Customer,23,Business travel,Business,3795,3,5,5,5,3,3,3,3,3,5,2,3,2,3,0,2.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,2723,1,1,1,1,4,5,4,4,4,4,4,4,4,5,23,18.0,satisfied
Female,Loyal Customer,30,Personal Travel,Eco Plus,651,4,4,4,3,5,4,5,5,3,3,3,4,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Personal Travel,Eco,700,4,5,4,1,4,4,2,4,4,4,4,1,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Business,2243,2,2,2,2,2,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
Female,Loyal Customer,67,Personal Travel,Eco,869,4,3,4,5,3,5,2,2,2,4,2,2,2,5,2,2.0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco,731,3,1,3,2,2,3,2,2,4,2,1,1,1,2,13,0.0,neutral or dissatisfied
Male,Loyal Customer,30,Personal Travel,Eco,803,1,4,1,4,3,1,3,3,1,1,3,3,1,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,1709,3,2,2,2,5,1,1,3,3,3,3,3,3,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Eco,261,4,2,4,4,2,4,2,2,3,5,4,4,4,2,37,34.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,3517,1,1,5,1,4,4,4,5,3,2,4,4,5,4,438,438.0,satisfied
Male,Loyal Customer,40,Business travel,Eco,391,4,5,5,5,4,4,4,4,1,4,3,3,3,4,4,0.0,neutral or dissatisfied
Female,Loyal Customer,21,Personal Travel,Business,277,2,4,2,3,2,2,2,2,3,4,4,4,3,2,7,72.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,1379,3,1,1,1,3,2,3,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Business,1846,4,4,4,4,5,5,5,5,5,2,4,3,4,5,6,1.0,satisfied
Male,Loyal Customer,49,Personal Travel,Eco,589,4,3,4,3,3,4,3,3,2,1,4,2,1,3,1,0.0,satisfied
Male,Loyal Customer,37,Personal Travel,Eco Plus,1590,2,1,2,2,1,2,1,1,2,4,3,4,3,1,12,20.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Eco,469,5,4,4,4,5,5,5,5,2,4,1,1,3,5,0,0.0,satisfied
Female,Loyal Customer,45,Business travel,Business,853,5,5,5,5,3,5,4,3,3,3,3,3,3,5,4,0.0,satisfied
Female,Loyal Customer,42,Business travel,Business,2250,5,5,5,5,5,4,4,4,4,4,4,5,4,4,39,35.0,satisfied
Female,Loyal Customer,10,Personal Travel,Eco,894,3,2,3,4,1,3,1,1,3,3,4,3,3,1,29,71.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,1749,3,3,3,3,3,5,5,2,2,2,2,3,2,4,24,24.0,satisfied
Female,Loyal Customer,51,Business travel,Business,2500,5,5,5,5,2,4,3,5,5,5,5,3,5,3,11,0.0,satisfied
Female,Loyal Customer,14,Personal Travel,Eco,700,2,1,2,4,5,2,5,5,1,2,4,3,4,5,5,1.0,neutral or dissatisfied
Female,Loyal Customer,35,Business travel,Eco,204,3,1,1,1,3,3,3,3,1,2,3,4,2,3,3,2.0,satisfied
Male,Loyal Customer,8,Personal Travel,Eco,846,2,1,2,3,3,2,3,3,2,3,3,1,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,173,4,5,5,5,4,3,3,2,2,2,4,2,2,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Eco,224,4,3,3,3,4,4,4,4,4,5,2,2,1,4,0,0.0,satisfied
Male,Loyal Customer,23,Business travel,Business,1025,2,2,3,2,4,4,4,4,3,5,5,4,4,4,0,0.0,satisfied
Female,disloyal Customer,15,Business travel,Eco,1084,1,1,1,5,1,5,2,3,5,5,4,2,3,2,152,153.0,neutral or dissatisfied
Female,Loyal Customer,14,Personal Travel,Eco,409,2,1,2,3,3,2,5,3,4,3,3,3,2,3,15,28.0,neutral or dissatisfied
Male,Loyal Customer,27,Personal Travel,Eco,1379,1,5,1,4,3,1,3,3,3,4,3,4,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,66,Personal Travel,Eco,679,5,3,5,4,3,3,3,4,4,5,1,2,4,2,0,0.0,satisfied
Male,Loyal Customer,38,Business travel,Business,2586,4,4,4,4,4,3,4,4,4,4,4,5,4,4,5,9.0,satisfied
Male,Loyal Customer,44,Personal Travel,Eco,577,5,5,5,4,2,5,5,2,4,5,5,3,4,2,0,0.0,satisfied
Male,Loyal Customer,16,Personal Travel,Eco,266,1,4,1,2,2,1,2,2,4,3,5,4,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,64,Personal Travel,Eco,441,2,1,2,3,3,2,3,3,1,5,2,3,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Eco,1635,2,2,2,2,2,2,2,2,3,2,3,3,4,2,1,9.0,neutral or dissatisfied
Male,Loyal Customer,17,Business travel,Eco,160,4,5,5,5,4,4,3,4,3,3,4,3,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,57,Personal Travel,Eco,239,1,4,1,3,2,1,2,2,3,4,4,4,5,2,8,3.0,neutral or dissatisfied
Male,Loyal Customer,59,Personal Travel,Eco,997,2,4,2,1,4,2,2,4,3,5,4,3,4,4,1,0.0,neutral or dissatisfied
Female,disloyal Customer,44,Business travel,Eco,458,4,0,5,2,3,5,3,3,4,2,3,2,4,3,75,79.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Eco,207,5,4,4,4,2,1,3,5,5,5,5,1,5,2,0,0.0,satisfied
Male,Loyal Customer,49,Personal Travel,Eco,719,3,2,3,3,1,3,1,1,3,3,4,1,3,1,4,0.0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Business,2393,2,3,3,3,5,4,3,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,866,1,1,1,1,4,4,5,5,5,5,5,3,5,4,10,0.0,satisfied
Male,Loyal Customer,29,Personal Travel,Eco,1390,3,4,3,2,1,3,1,1,3,3,5,4,5,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,2075,3,3,3,3,2,3,3,5,5,5,4,5,5,2,0,0.0,satisfied
Male,Loyal Customer,53,Personal Travel,Eco,2565,2,5,2,4,5,2,5,5,2,2,5,2,2,5,38,36.0,neutral or dissatisfied
